,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,last_poll,Contested,Last_Party,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Age,District_Name,MyNeta_education,TCPD_Prof_Main,predicted
25762,Vundavalli Sridevi,FEM,YSRCP,86848,SC,178473,200269,tadikonda,SC,COASTAL ANDHRA,12,89.12,48.66,no,4433,2.48,2.22,True,1.0,,,,,1.0,False,False,False,51.0,guntur,Graduate Professional,Liberal Profession or Professional,2
25774,Alla Rama Krishna Reddy (RK),MAL,YSRCP,108464,GENER,228469,268558,mangalagiri,GEN,COASTAL ANDHRA,33,85.07,47.47,no,5337,2.34,2.33,True,2.0,YSRCP,MANGALAGIRI,True,True,2.0,False,True,True,51.0,guntur,12th Pass,Other or Unspecified,2
25807,Kilari Venkata Roshaiah,MAL,YSRCP,87570,GENER,190849,228234,ponnur,GEN,COASTAL ANDHRA,12,83.62,45.88,no,1112,0.58,2.38,True,1.0,,,,,1.0,False,False,False,52.0,guntur,Graduate,Business,2
25819,MERUGU NAGARJUNA,MAL,YSRCP,81671,SC,171618,195274,vemuru,SC,COASTAL ANDHRA,11,87.89,47.59,no,9999,5.83,2.44,True,3.0,YSRCP,VEMURU,True,True,1.0,False,False,True,54.0,guntur,Doctorate,Retired or Pension,2
25830,ANAGANI SATYA PRASAD,MAL,TDP,89975,GENER,186123,223738,repalle,GEN,COASTAL ANDHRA,16,83.19,48.34,no,11555,6.21,2.44,True,3.0,TDP,REPALLE,True,True,2.0,False,True,True,47.0,guntur,Graduate,Business,2
25846,ANNABATHUNI SIVA KUMAR,MAL,YSRCP,94495,GENER,205768,263286,tenali,GEN,COASTAL ANDHRA,14,78.15,45.92,no,17649,8.58,2.7,True,2.0,YSRCP,TENALI,True,True,1.0,False,False,True,51.0,guntur,Graduate,Business,2
25860,KONA RAGHUPATHI,MAL,YSRCP,79836,GENER,153769,185076,bapatla,GEN,COASTAL ANDHRA,20,83.08,51.92,no,15199,9.88,2.22,True,3.0,YSRCP,BAPATLA,True,True,2.0,False,True,True,59.0,guntur,Graduate,Business,0
25880,Mekathoti Sucharitha,FEM,YSRCP,92508,SC,210342,250605,prathipadu,SC,COASTAL ANDHRA,14,83.93,43.98,no,7398,3.52,2.7,True,3.0,YSRCP,PRATHIPADU,True,True,2.0,False,False,True,47.0,guntur,Graduate,Other or Unspecified,2
25894,MADDALI GIRIDHARA RAO,MAL,TDP,71864,GENER,174645,265258,guntur west,GEN,COASTAL ANDHRA,35,65.84,41.15,no,4289,2.46,2.86,True,2.0,TDP,GUNTUR EAST,False,True,1.0,False,False,True,45.0,guntur,Graduate,Business,2
25929,MOHAMMED MUSTAFA SHAIK,MAL,YSRCP,77047,GENER,161522,229909,guntur east,GEN,COASTAL ANDHRA,28,70.25,47.7,no,22091,13.68,2.7,True,2.0,YSRCP,GUNTUR EAST,True,True,2.0,False,True,True,57.0,guntur,5th Pass,Business,2
25957,RAJINI VIDADALA,FEM,YSRCP,94430,GENER,188115,223976,chilakaluripet,GEN,COASTAL ANDHRA,20,83.99,50.2,no,8301,4.41,2.17,True,1.0,,,,,1.0,False,False,False,29.0,guntur,Graduate,Other or Unspecified,2
25977,GOPIREDDY SRINIVASAREDDY,MAL,YSRCP,100994,GENER,183129,221728,narasaraopet,GEN,COASTAL ANDHRA,16,82.59,55.15,no,32277,17.63,2.27,True,2.0,YSRCP,NARASARAOPET,True,True,2.0,False,True,True,50.0,guntur,Post Graduate,Liberal Profession or Professional,0
25993,AMBATI RAMBABU,MAL,YSRCP,105063,GENER,203731,231039,sattenapalle,GEN,COASTAL ANDHRA,16,88.18,51.57,no,20876,10.25,2.27,True,5.0,YSRCP,SATTENAPALLE,True,True,2.0,False,False,True,61.0,guntur,Graduate Professional,Business,1
26009,Bolla Brahma Naidu,MAL,YSRCP,120703,GENER,223677,251847,vinukonda,GEN,COASTAL ANDHRA,14,88.81,53.96,no,28628,12.8,2.17,True,2.0,PRAP,VINUKONDA,True,False,1.0,True,False,False,63.0,guntur,Illiterate,Business,0
26023,KASU MAHESH REDDY,MAL,YSRCP,117204,GENER,225103,268598,gurajala,GEN,COASTAL ANDHRA,15,83.81,52.07,no,28613,12.71,2.38,True,1.0,,,,,1.0,False,False,False,43.0,guntur,Graduate Professional,Business,2
26038,RAMAKRISHNAREDDY PINNELLI.,MAL,YSRCP,110406,GENER,211900,250403,macherla,GEN,COASTAL ANDHRA,14,84.62,52.1,no,21918,10.34,2.27,True,4.0,YSRCP,MACHERLA,True,True,3.0,False,True,True,50.0,guntur,12th Pass,Politics,1
26052,Audimulapu Suresh,MAL,YSRCP,99408,SC,176447,200581,yerragondapalem,SC,COASTAL ANDHRA,12,87.97,56.34,no,31632,17.93,2.13,True,2.0,INC,YERRAGONDAPALEM,True,False,2.0,True,False,False,54.0,prakasam,Doctorate,Politics,0
26064,Maddisetty Venugopal,MAL,YSRCP,111914,GENER,195348,214440,darsi,GEN,COASTAL ANDHRA,9,91.1,57.29,no,39057,19.99,2.13,True,2.0,PRAP,DARSI,True,False,1.0,True,False,False,53.0,prakasam,Post Graduate,Business,0
26073,YELURI SAMBA SIVARAO,MAL,TDP,97076,GENER,203155,230219,parchur,GEN,COASTAL ANDHRA,16,88.24,47.78,no,1647,0.81,2.22,True,2.0,TDP,PARCHUR,True,True,2.0,False,True,True,41.0,prakasam,Post Graduate,Business,2
26089,GOTTIPATI RAVIKUMAR,MAL,TDP,105545,GENER,207501,231977,addanki,GEN,COASTAL ANDHRA,11,89.45,50.86,no,12991,6.26,2.17,True,3.0,INC,ADDANKI,True,False,3.0,True,False,False,45.0,prakasam,12th Pass,Business,2
26100,KARANAM BALARAMA KRISHNA MURTHY,MAL,TDP,83901,GENER,157511,190830,chirala,GEN,COASTAL ANDHRA,16,82.54,53.27,no,17419,11.06,2.17,True,6.0,TDP,ADDANKI,False,True,3.0,False,False,False,72.0,prakasam,12th Pass,Politics,1
26116,T.J.R. Sudhakar Babu,MAL,YSRCP,89160,SC,180290,211557,santhanuthalapadu,SC,COASTAL ANDHRA,13,85.22,49.45,no,9078,5.04,2.27,True,2.0,INC,PRATHIPADU,False,False,1.0,True,False,False,46.0,prakasam,12th Pass,Labourer or Daily Wage,2
26129,BALINENI SRINIVASA REDDY (VASU),MAL,YSRCP,101022,GENER,193971,229462,ongole,GEN,COASTAL ANDHRA,13,84.53,52.08,no,22245,11.47,2.33,True,5.0,YSRCP,ONGOLE,True,True,4.0,False,False,True,55.0,prakasam,12th Pass,Agriculture,1
26142,MAHEEDHAR REDDY MANUGUNTA,MAL,YSRCP,101275,GENER,195916,218961,kandukur,GEN,COASTAL ANDHRA,21,89.48,51.69,no,14936,7.62,2.17,True,6.0,INC,KANDUKUR,True,False,4.0,True,False,False,61.0,prakasam,Graduate,Agriculture,1
26163,DOCTOR DOLA SREE BALA VEERANJANEYA SWAMY,MAL,TDP,98142,SC,203376,231653,kondapi,SC,COASTAL ANDHRA,13,87.79,48.26,no,1024,0.5,2.17,True,2.0,TDP,KONDAPI,True,True,2.0,False,True,True,49.0,prakasam,Graduate Professional,Politics,2
26176,Kunduru Nagarjuna Reddy,MAL,YSRCP,92680,GENER,177714,210105,markapuram,GEN,COASTAL ANDHRA,16,84.58,52.15,no,18667,10.5,2.27,True,1.0,,,,,1.0,False,False,False,39.0,prakasam,Post Graduate,Small Business or Self-employed,0
26192,Anna Rambabu,MAL,YSRCP,133111,GENER,196036,238144,giddalur,GEN,COASTAL ANDHRA,14,82.32,67.9,no,81035,41.34,1.89,True,3.0,TDP,GIDDALUR,True,False,2.0,True,False,True,54.0,prakasam,Graduate,Politics,0
26206,Burra Madhu Sudhan Yadav,MAL,YSRCP,112730,GENER,192770,232084,kanigiri,GEN,COASTAL ANDHRA,13,83.06,58.48,no,40903,21.22,2.08,True,1.0,,,,,1.0,False,False,False,48.0,prakasam,Literate,Business,0
26219,RAMIREDDY PRATAP KUMAR REDDY,MAL,YSRCP,95828,GENER,195071,255469,kavali,GEN,COASTAL ANDHRA,9,76.36,49.12,no,14117,7.24,2.38,True,3.0,YSRCP,KAVALI,True,True,2.0,False,True,True,54.0,nellore,Graduate Professional,Business,2
26228,MEKAPATI GOUTHAM REDDY,MAL,YSRCP,92758,GENER,174307,209051,atmakur,GEN,COASTAL ANDHRA,14,83.38,53.22,no,22276,12.78,2.27,True,2.0,YSRCP,ATMAKUR,True,True,2.0,False,True,True,47.0,nellore,Post Graduate,Business,0
26242,NALLAPAREDDY PRASANNA KUMAR REDDY,MAL,YSRCP,116239,GENER,205567,264685,kovur,GEN,COASTAL ANDHRA,8,77.66,56.55,no,39891,19.41,2.17,True,6.0,YSRCP,KOVUR,True,True,4.0,False,False,True,57.0,nellore,Graduate,Social Work,1
26250,ANIL KUMAR POLUBOINA,MAL,YSRCP,75040,GENER,158363,238836,nellore city,GEN,COASTAL ANDHRA,13,66.31,47.38,no,1988,1.26,2.33,True,3.0,YSRCP,NELLORE CITY,True,True,2.0,False,True,True,38.0,nellore,Graduate Professional,Business,2
26263,Kotamreddy Sridhar Reddy,MAL,YSRCP,85724,GENER,166092,254641,nellore rural,GEN,COASTAL ANDHRA,13,65.23,51.61,no,20776,12.51,2.38,True,2.0,YSRCP,NELLORE RURAL,True,True,2.0,False,True,True,54.0,nellore,12th Pass,Business,2
26276,KAKANI GOVARDHAN REDDY,MAL,YSRCP,97272,GENER,189392,230446,sarvepalli,GEN,COASTAL ANDHRA,11,82.18,51.36,no,13973,7.38,2.22,True,2.0,YSRCP,SARVEPALLI,True,True,2.0,False,True,True,54.0,nellore,Post Graduate,Politics,0
26287,Velagapalli Varaprasad Rao,MAL,YSRCP,109759,SC,184230,236529,gudur,SC,COASTAL ANDHRA,13,77.89,59.58,no,45458,24.67,2.13,True,1.0,,,,,1.0,False,False,False,65.0,nellore,Doctorate,Former Government,0
26300,Kiliveti Sanjeevaiah,MAL,YSRCP,119627,SC,192963,231724,sullurpeta,SC,COASTAL ANDHRA,10,83.27,61.99,no,61292,31.76,2.13,True,2.0,YSRCP,SULLURPETA,True,True,2.0,False,True,True,53.0,nellore,Graduate Professional,Politics,0
26310,ANAM RAMANARAYANA REDDY,MAL,YSRCP,109204,GENER,190714,240304,venkatagiri,GEN,COASTAL ANDHRA,12,79.36,57.26,no,38720,20.3,2.13,True,8.0,INC,ATMAKUR,False,False,5.0,True,False,True,67.0,nellore,Graduate Professional,Agriculture,1
26322,MEKAPATI CHANDRA SEKHAR REDDY,MAL,YSRCP,106487,GENER,185820,231202,udayagiri,GEN,COASTAL ANDHRA,14,80.37,57.31,no,36528,19.66,2.13,True,5.0,YSRCP,UDAYAGIRI,True,True,3.0,False,False,True,66.0,nellore,12th Pass,Agriculture,1
26336,Dr. G. Venkata Subbaiah,MAL,YSRCP,95482,SC,156819,205338,badvel,SC,RAYALA SEEMA,15,76.37,60.89,no,44734,28.53,2.13,True,1.0,,,,,1.0,False,False,False,59.0,kadapa,Post Graduate,Liberal Profession or Professional,0
26351,Meda Venkata Mallikarjuna Reddy,MAL,YSRCP,95266,GENER,164846,222409,rajampet,GEN,RAYALA SEEMA,16,74.12,57.79,no,35272,21.4,2.17,True,2.0,TDP,RAJAMPET,True,False,2.0,True,True,True,56.0,kadapa,Graduate,Politics,0
26367,AMZATH BASHA SHAIK BEPARI,MAL,YSRCP,104822,GENER,166688,265211,kadapa,GEN,RAYALA SEEMA,16,62.85,62.89,no,54794,32.87,2.04,True,2.0,YSRCP,KADAPA,True,True,2.0,False,True,True,47.0,kadapa,12th Pass,Salaried Work or Employed,0
26383,Koramutla Sreenivasulu,MAL,YSRCP,78312,SC,136770,182772,kodur,SC,RAYALA SEEMA,16,74.83,57.26,no,34879,25.5,2.27,True,2.0,YSRCP,KODUR,True,True,2.0,False,True,True,49.0,kadapa,Post Graduate,Politics,0
26399,GADIKOTA. SRIKANTH REDDY.,MAL,YSRCP,98990,GENER,173843,231856,rayachoti,GEN,RAYALA SEEMA,10,74.98,56.94,no,32862,18.9,2.17,True,2.0,YSRCP,RAYACHOTI,True,True,2.0,False,True,True,46.0,kadapa,Graduate Professional,Politics,0
26409,Y S JAGAN MOHAN REDDY,MAL,YSRCP,132356,GENER,180127,223770,pulivendla,GEN,RAYALA SEEMA,13,80.5,73.48,no,90110,50.03,1.69,True,1.0,,,,,1.0,False,False,False,46.0,kadapa,Graduate,Politics,0
26422,POCHIMAREDDY RAVINDRANATH REDDY,MAL,YSRCP,88482,GENER,158347,193151,kamalapuram,GEN,RAYALA SEEMA,16,81.98,55.88,no,27333,17.26,2.17,True,2.0,YSRCP,KAMALAPURAM,True,True,2.0,False,True,True,60.0,kadapa,12th Pass,Other or Unspecified,0
26438,Mule Sudheer Reddy,MAL,YSRCP,125005,GENER,203879,237817,jammalamadugu,GEN,RAYALA SEEMA,16,85.73,61.31,no,51641,25.33,1.96,True,1.0,,,,,1.0,False,False,False,38.0,kadapa,Graduate Professional,Liberal Profession or Professional,0
26454,Rachamallu Siva Prasad Reddy,MAL,YSRCP,107941,GENER,182293,236849,proddatur,GEN,RAYALA SEEMA,13,76.97,59.21,no,43148,23.67,2.08,True,2.0,YSRCP,PRODDATUR,True,True,2.0,False,True,True,53.0,kadapa,Graduate,Politics,0
26467,Raghurami Reddy Settipally,MAL,YSRCP,94849,GENER,169289,208194,mydukur,GEN,RAYALA SEEMA,12,81.31,56.03,no,29344,17.33,2.17,True,6.0,YSRCP,MYDUKUR,True,True,4.0,False,True,True,73.0,kadapa,10th Pass,Business,1
26479,Gangula Brijendra Reddy (Nani),MAL,YSRCP,105905,GENER,185693,221164,allagadda,GEN,RAYALA SEEMA,16,83.96,57.03,no,35613,19.18,2.13,True,1.0,,,,,1.0,False,False,False,32.0,kurnool,Graduate,Other or Unspecified,0
26495,SILPA CHAKRAPANI REDDY,MAL,YSRCP,92236,GENER,152679,185218,srisailam,GEN,RAYALA SEEMA,12,82.43,60.41,no,38698,25.35,2.08,True,2.0,TDP,SRISAILAM,True,False,1.0,True,False,True,55.0,kurnool,12th Pass,Business,0
26507,THOGURU ARTHUR,MAL,YSRCP,102565,SC,172529,197720,nandikotkur,SC,RAYALA SEEMA,9,87.26,59.45,no,40610,23.54,2.08,True,1.0,,,,,1.0,False,False,False,63.0,kurnool,Graduate,Retired or Pension,0
26516,Abdul Hafeez Khan,MAL,YSRCP,72819,GENER,152659,258876,kurnool,GEN,RAYALA SEEMA,29,58.97,47.7,no,5353,3.51,2.33,True,1.0,,,,,1.0,False,False,False,42.0,kurnool,10th Pass,Agriculture,2
26545,KATASANI RAMBHUPAL REDDY,MAL,YSRCP,122476,GENER,215690,288300,panyam,GEN,RAYALA SEEMA,14,74.81,56.78,no,43857,20.33,2.22,True,7.0,SDLPI,PANYAM,True,False,5.0,True,False,True,58.0,kurnool,Graduate,Politics,1
26559,SHILPA RAVI CHANDRA KISHORE REDDY,MAL,YSRCP,108868,GENER,197490,257029,nandyal,GEN,RAYALA SEEMA,16,76.84,55.13,no,34560,17.5,2.27,True,1.0,,,,,1.0,False,False,False,35.0,kurnool,Post Graduate,Business,0
26575,KATASANI RAMI REDDY,MAL,YSRCP,99998,GENER,195020,233754,banaganapalle,GEN,RAYALA SEEMA,16,83.43,51.28,no,13384,6.86,2.17,True,2.0,PRAP,BANAGANAPALLE,True,False,2.0,True,False,False,52.0,kurnool,Graduate,Business,2
26591,Buggana Raja Reddy,MAL,YSRCP,100845,GENER,174495,220035,dhone,GEN,RAYALA SEEMA,16,79.3,57.79,no,35516,20.35,2.13,True,1.0,,,,,1.0,False,False,False,49.0,kurnool,Graduate Professional,Business,0
26607,KANGATI SREEDEVI,FEM,YSRCP,100981,GENER,168788,206915,pattikonda,GEN,RAYALA SEEMA,10,81.57,59.83,no,42065,24.92,2.08,True,1.0,,,,,1.0,False,False,False,47.0,kurnool,12th Pass,Agriculture,0
26617,JARADODDI SUDHAKAR,MAL,YSRCP,95037,SC,167971,216212,kodumur,SC,RAYALA SEEMA,10,77.69,56.58,no,36045,21.46,2.27,True,1.0,,,,,1.0,False,False,False,44.0,kurnool,Post Graduate,Salaried Work or Employed,0
26627,K CHENNAKESAVA REDDY,MAL,YSRCP,96498,GENER,181121,227395,yemmiganur,GEN,RAYALA SEEMA,9,79.65,53.28,no,25610,14.14,2.33,True,3.0,INC,YEMMIGANUR,True,False,3.0,True,False,False,79.0,kurnool,10th Pass,Agriculture,1
26636,Y. BALANAGI REDDY,MAL,YSRCP,86896,GENER,159345,187057,mantralayam,GEN,RAYALA SEEMA,9,85.19,54.53,no,23879,14.99,2.17,True,2.0,YSRCP,MANTRALAYAM,True,True,2.0,False,True,True,55.0,kurnool,10th Pass,Agriculture,0
26645,Y. SAI PRASAD REDDY,MAL,YSRCP,74109,GENER,157298,240234,adoni,GEN,RAYALA SEEMA,12,65.48,47.11,no,12319,7.83,2.63,True,3.0,YSRCP,ADONI,True,True,2.0,False,True,True,56.0,kurnool,10th Pass,Politics,2
26657,Gummanur Jayaram,MAL,YSRCP,107101,GENER,189321,236320,alur,GEN,RAYALA SEEMA,11,80.11,56.57,no,39896,21.07,2.22,True,1.0,,,,,1.0,False,False,False,51.0,kurnool,10th Pass,Agriculture,0
26668,KAPU RAMACHANDRA REDDY,MAL,YSRCP,109043,GENER,216112,249605,rayadurg,GEN,RAYALA SEEMA,12,86.58,50.46,no,14049,6.5,2.27,True,3.0,YSRCP,RAYADURG,True,True,2.0,False,False,True,56.0,anantapur,Post Graduate,Business,2
26680,PAYYAVULA KESHAV,MAL,TDP,90209,GENER,186756,215940,uravakonda,GEN,RAYALA SEEMA,16,86.49,48.3,no,2132,1.14,2.22,True,4.0,TDP,URAVAKONDA,True,True,2.0,False,False,True,55.0,anantapur,Graduate,Politics,2
26696,Y. VENKATARAMA REDDY,MAL,YSRCP,106922,GENER,191057,252719,guntakal,GEN,RAYALA SEEMA,13,75.6,55.96,no,48532,25.4,2.44,True,2.0,YSRCP,GUNTAKAL,True,True,1.0,False,False,True,60.0,anantapur,Graduate,Business,0
26709,K. PEDDA REDDY,MAL,YSRCP,92911,GENER,187874,234924,tadpatri,GEN,RAYALA SEEMA,11,79.97,49.45,no,7511,4.0,2.22,True,1.0,,,,,1.0,False,False,False,54.0,anantapur,8th Pass,Business,2
26720,Padmavathy Jonnalagadda,FEM,YSRCP,118044,SC,197466,235435,singanamala,SC,RAYALA SEEMA,10,83.87,59.78,no,46242,23.42,2.04,True,2.0,YSRCP,SINGANAMALA,True,True,1.0,False,False,True,40.0,anantapur,Post Graduate,Education,0
26730,ANANTHA VENKATARAMI REDDY,MAL,YSRCP,88704,GENER,165141,255852,anantapur urban,GEN,RAYALA SEEMA,13,64.55,53.71,no,28698,17.38,2.38,True,1.0,,,,,1.0,False,False,False,62.0,anantapur,Post Graduate,Liberal Profession or Professional,0
26743,K.V. Usha Sricharan,FEM,YSRCP,88051,GENER,190841,219685,kalyandurg,GEN,RAYALA SEEMA,16,86.87,46.14,no,19896,10.43,2.78,True,1.0,,,,,1.0,False,False,False,43.0,anantapur,Graduate,Salaried Work or Employed,2
26759,Thopudurthi Prakash Reddy,MAL,YSRCP,111201,GENER,202180,245738,raptadu,GEN,RAYALA SEEMA,11,82.27,55.0,no,25575,12.65,2.08,True,3.0,YSRCP,RAPTADU,True,True,1.0,False,False,True,46.0,anantapur,Graduate Professional,Social Work,0
26770,M THIPPESWAMY,MAL,YSRCP,88527,SC,177103,201881,madakasira,SC,RAYALA SEEMA,8,87.73,49.99,no,13136,7.42,2.33,True,4.0,INC,PALMANER,False,False,2.0,True,False,False,65.0,anantapur,Post Graduate,Liberal Profession or Professional,1
26778,Nandamuri Balakrishna,MAL,TDP,91704,GENER,178167,229340,hindupur,GEN,RAYALA SEEMA,12,77.69,51.47,no,17028,9.56,2.27,True,2.0,TDP,HINDUPUR,True,True,2.0,False,True,True,58.0,anantapur,Graduate,Liberal Profession or Professional,0
26790,MALAGUNDLA SANKARANARAYANA,MAL,YSRCP,96607,GENER,189114,220555,penukonda,GEN,RAYALA SEEMA,12,85.74,51.08,no,15058,7.96,2.22,True,2.0,YSRCP,PENUKONDA,True,True,1.0,False,False,True,54.0,anantapur,Graduate Professional,Business,0
26802,DUDDUKUNTA SREEDHAR REDDY,MAL,YSRCP,97234,GENER,171291,200075,puttaparthi,GEN,RAYALA SEEMA,15,85.61,56.77,no,31255,18.25,2.13,True,1.0,,,,,1.0,False,False,False,48.0,anantapur,Graduate,Business,0
26817,KETHIREDDY VENKATARAMI REDDY,MAL,YSRCP,106909,GENER,210679,240543,dharmavaram,GEN,RAYALA SEEMA,16,87.58,50.74,no,15666,7.44,2.22,True,3.0,YSRCP,DHARMAVARAM,True,True,2.0,False,False,True,38.0,anantapur,Graduate Professional,Politics,2
26833,P.V. SIDDA REDDY,MAL,YSRCP,102432,GENER,189980,240086,kadiri,GEN,RAYALA SEEMA,12,79.13,53.92,no,27243,14.34,2.22,True,1.0,,,,,1.0,False,False,False,52.0,anantapur,10th Pass,Business,0
26845,PEDDIREDDY DWARAKANATHA REDDY,MAL,YSRCP,105444,GENER,177269,209992,thamballapalle,GEN,RAYALA SEEMA,13,84.42,59.48,no,46938,26.48,2.17,True,1.0,,,,,1.0,False,False,False,50.0,chittoor,8th Pass,Salaried Work or Employed,0
26858,CHINTHALA RAMACHANDRA REDDY,MAL,YSRCP,87300,GENER,178447,223982,pileru,GEN,RAYALA SEEMA,15,79.67,48.92,no,7874,4.41,2.27,True,4.0,YSRCP,PILERU,True,True,2.0,False,True,True,56.0,chittoor,Graduate,Agriculture,2
26873,M. Nawaz Basha,MAL,YSRCP,92066,GENER,179830,246284,madanapalle,GEN,RAYALA SEEMA,20,73.02,51.2,no,29648,16.49,2.56,True,1.0,,,,,1.0,False,False,False,45.0,chittoor,8th Pass,Business,2
26893,PEDDIREDDI RAMACHANDRA REDDY,MAL,YSRCP,107431,GENER,195868,229643,punganur,GEN,RAYALA SEEMA,10,85.29,54.85,no,43555,22.24,2.38,True,5.0,YSRCP,PUNGANUR,True,True,4.0,False,True,True,66.0,chittoor,Doctorate,Politics,1
26903,Dr.CHEVIREDDY BHASKAR REDDY,MAL,YSRCP,127790,GENER,228192,292162,chandragiri,GEN,RAYALA SEEMA,23,78.1,56.0,no,41755,18.3,2.22,True,2.0,YSRCP,CHANDRAGIRI,True,True,2.0,False,True,True,45.0,chittoor,Doctorate,Agriculture,0
26926,BHUMANA KARUNAKAR REDDY,MAL,YSRCP,80544,GENER,180429,270847,tirupati,GEN,RAYALA SEEMA,16,66.62,44.64,no,708,0.39,2.5,True,3.0,YSRCP,TIRUPATI,True,True,1.0,False,False,True,60.0,chittoor,Graduate,Small Business or Self-employed,2
26942,Biyyapu Madhusudhan Reddy,MAL,YSRCP,109541,GENER,195994,237760,srikalahasti,GEN,RAYALA SEEMA,16,82.43,55.89,no,38141,19.46,2.27,True,2.0,YSRCP,SRIKALAHASTI,True,True,1.0,False,False,True,48.0,chittoor,12th Pass,Business,0
26958,Adimulam Koneti,MAL,YSRCP,103941,SC,176114,202843,satyavedu,SC,RAYALA SEEMA,13,86.82,59.02,no,44744,25.41,2.17,True,1.0,,,,,1.0,False,False,False,67.0,chittoor,Graduate,Agriculture,0
26971,R.K. ROJA,FEM,YSRCP,80333,GENER,168764,194900,nagari,GEN,RAYALA SEEMA,13,86.59,47.6,no,2708,1.6,2.27,True,3.0,YSRCP,NAGARI,True,True,2.0,False,True,True,47.0,chittoor,12th Pass,Liberal Profession or Professional,2
26984,K. NARAYANA SWAMY,MAL,YSRCP,103038,SC,172673,199874,gangadhara nellore,SC,RAYALA SEEMA,12,86.39,59.67,no,45594,26.4,2.13,True,1.0,,,,,1.0,False,False,False,70.0,chittoor,Graduate,Agriculture,0
26996,Aranii Srenevasulu (Jangalapalli),MAL,YSRCP,91206,GENER,151550,193904,chittoor,GEN,RAYALA SEEMA,12,78.16,60.18,no,39968,26.37,2.13,True,3.0,YSRCP,CHITTOOR,True,True,1.0,False,False,True,66.0,chittoor,12th Pass,Business,0
27008,M. BABU,MAL,YSRCP,103265,SC,186918,216240,puthalapattu,SC,RAYALA SEEMA,11,86.44,55.25,no,29163,15.6,2.13,True,1.0,,,,,1.0,False,False,False,48.0,chittoor,5th Pass,Business,0
27019,N VENKATE GOWDA,MAL,YSRCP,119241,GENER,218957,256090,palamaner,GEN,RAYALA SEEMA,11,85.5,54.46,no,31616,14.44,2.17,True,1.0,,,,,1.0,False,False,False,32.0,chittoor,8th Pass,Business,0
27030,Nara Chandra Babu Naidu,MAL,TDP,100146,GENER,181499,213329,kuppam,GEN,RAYALA SEEMA,10,85.08,55.18,no,30722,16.93,2.22,True,8.0,TDP,KUPPAM,True,True,7.0,False,True,True,68.0,chittoor,Post Graduate,Politics,1
